"year","hname","aname","hgoals","agoals","hPossesion","aPossesion","hshotsOnTarget","ashotsOnTarget","hshots","ashots","hyellowCards","ayellowCards","hredCards","aredCards","hfouls","afouls","hsaves","asaves"
"2002","Argentina","Nigeria","1","0","0","0","9","2","18","7","2","1","0","0","14","19","2","8"
"2002","Paraguay","South Africa","2","2","0","0","6","4","9","9","4","4","0","0","17","18","3","4"
"2002","England","Sweden","1","1","0","0","4","6","10","13","1","2","0","0","10","13","5","3"
"2002","Spain","Slovenia","3","1","0","0","7","3","13","10","1","2","0","0","17","15","2","5"
"2002","Croatia","Mexico","0","1","0","0","4","4","8","8","0","0","1","0","16","17","4","4"
"2002","Brazil","Turkey","2","1","0","0","11","4","18","6","1","3","0","2","18","21","3","9"
"2002","Italy","Ecuador","2","0","0","0","8","4","13","8","1","3","0","0","19","17","4","6"
"2002","China","Costa Rica","0","2","0","0","3","5","6","11","3","4","0","0","15","18","2","3"
"2002","Japan","Belgium","2","2","0","0","4","6","8","9","2","4","0","0","27","25","4","2"
"2002","South Korea","Poland","2","0","0","0","8","2","14","8","1","3","0","0","14","20","2","6"
"2002","Russia","Tunisia","2","0","0","0","7","2","16","6","2","1","0","0","15","13","2","6"
"2002","United States","Portugal","3","2","45","55","7","1","12","13","1","2","0","0","20","17","0","5"
"2002","Germany","Republic of Ireland","1","1","0","0","3","3","8","7","0","0","0","0","15","18","2","2"
"2002","Denmark","Senegal","1","1","0","0","2","7","3","13","4","3","0","1","20","13","5","2"
"2002","Cameroon","Saudi Arabia","1","0","0","0","6","4","13","14","1","1","0","0","16","11","4","5"
"2002","France","Uruguay","0","0","0","0","7","8","13","11","1","4","1","0","18","21","8","5"
"2002","Sweden","Nigeria","2","1","0","0","4","5","8","18","2","1","0","0","8","12","3","2"
"2002","Spain","Paraguay","3","1","0","0","4","2","12","7","1","3","0","0","13","16","2","2"
"2002","Argentina","England","0","1","55","45","4","5","11","11","1","2","0","0","21","18","4","4"
"2002","South Africa","Slovenia","1","0","0","0","6","1","12","5","2","4","0","0","19","13","1","5"
"2002","Italy","Croatia","1","2","45","55","6","7","9","10","1","1","0","0","26","21","5","4"
"2002","Brazil","China","4","0","0","0","7","3","8","5","2","0","0","0","12","7","2","4"
"2002","Belgium","Russia","3","2","0","0","6","5","16","11","1","4","0","0","19","19","3","3"
"2002","Japan","Tunisia","2","0","0","0","7","1","14","8","0","2","0","0","16","20","0","4"
"2002","Poland","United States","3","1","35","65","7","7","10","16","4","1","0","0","21","11","6","4"
"2002","South Korea","Portugal","1","0","0","0","4","4","10","6","3","2","0","2","22","18","3","3"
"2002","Mexico","Ecuador","2","1","70","30","7","4","12","7","1","5","0","0","9","17","3","4"
"2002","Costa Rica","Turkey","1","1","0","0","3","2","11","8","2","3","0","0","15","9","1","2"
"2002","Japan","Russia","1","0","0","0","2","4","10","15","3","3","0","0","30","30","4","0"
"2002","Germany","Paraguay","1","0","0","0","5","4","19","11","3","2","0","1","13","24","4","4"
"2002","Denmark","England","0","3","0","0","4","7","12","8","1","1","0","0","15","13","4","3"
"2002","South Korea","United States","1","1","55","45","9","5","18","6","1","2","0","0","17","17","4","9"
"2002","Tunisia","Belgium","1","1","0","0","3","3","9","9","4","1","0","0","21","18","2","2"
"2002","Portugal","Poland","4","0","0","0","8","4","15","16","3","2","0","0","16","20","4","3"
"2002","Denmark","France","2","0","0","0","2","7","4","12","2","1","0","0","18","13","5","0"
"2002","Senegal","Uruguay","3","3","0","0","3","5","5","15","7","5","0","0","20","18","2","1"
"2002","Cameroon","Germany","0","2","0","0","5","5","7","11","7","7","1","1","20","27","3","4"
"2002","Saudi Arabia","Republic of Ireland","0","3","0","0","5","5","9","9","1","1","0","0","12","12","2","5"
"2002","Nigeria","England","0","0","0","0","5","6","10","18","0","0","0","0","11","6","5","5"
"2002","Sweden","Argentina","1","1","0","0","3","3","5","15","2","3","0","0","18","13","3","1"
"2002","Slovenia","Paraguay","1","3","0","0","13","12","19","21","4","1","1","1","20","15","9","10"
"2002","South Africa","Spain","2","3","0","0","3","7","7","11","4","0","0","0","16","6","3","1"
"2002","Japan","Turkey","0","1","58","42","4","5","7","8","1","3","0","0","21","16","4","3"
"2002","South Korea","Italy","2","1","56","44","7","6","11","14","4","4","0","1","28","22","5","6"
"2002","Costa Rica","Brazil","2","5","49","51","9","8","17","13","0","1","0","0","14","6","1","4"
"2002","Turkey","China","3","0","0","0","9","3","17","5","3","2","0","1","20","17","2","6"
"2002","Ecuador","Croatia","1","0","0","0","4","3","8","10","1","2","0","0","15","16","1","3"
"2002","Mexico","Italy","1","1","0","0","2","5","9","13","2","4","0","0","21","12","4","0"
"2002","Brazil","England","2","1","53","47","4","3","8","7","0","2","1","0","16","20","2","2"
"2002","Germany","United States","1","0","42","58","2","6","6","11","2","5","0","0","14","21","5","0"
"2002","Sweden","Senegal","1","2","0","0","9","5","13","21","0","2","0","0","21","22","3","7"
"2002","Spain","Republic of Ireland","1","1","45","55","5","4","11","17","3","0","0","0","19","22","4","4"
"2002","South Korea","Spain","0","0","51","49","3","8","8","18","1","2","0","0","20","21","7","3"
"2002","Senegal","Turkey","0","1","41","59","3","3","9","6","2","2","0","0","20","17","1","3"
"2002","Mexico","United States","0","2","67","33","6","5","11","9","5","5","1","0","14","18","3","6"
"2002","Brazil","Belgium","2","0","54","46","4","5","13","13","1","1","0","0","14","15","5","2"
"2002","South Korea","Germany","0","1","50","50","3","6","6","15","1","2","0","0","19","10","5","3"
"2002","Brazil","Turkey","1","0","44","56","12","5","19","12","1","2","0","0","17","16","5","11"
"2002","South Korea","Turkey","2","3","54","46","12","6","23","9","1","1","0","0","9","13","3","10"
"2002","Germany","Brazil","0","2","57","43","4","7","11","9","1","1","0","0","21","19","4","3"
"2006","Germany","Costa Rica","4","2","57","43","11","3","24","4","0","1","0","0","11","11","0","13"
"2006","Poland","Ecuador","0","2","54","46","6","8","12","12","1","2","0","0","8","16","5","6"
"2006","England","Paraguay","1","0","56","44","6","4","14","16","2","1","0","0","13","11","4","5"
"2006","Trinidad and Tobago","Sweden","0","0","46","54","1","6","6","25","2","1","1","0","10","8","7","1"
"2006","Argentina","Ivory Coast","2","1","60","40","4","8","8","19","3","2","0","0","13","14","6","4"
"2006","Serbia & Montenegro","Netherlands","0","1","43","57","4","11","10","19","4","2","0","0","14","22","8","7"
"2006","Mexico","IR Iran","3","1","53","47","5","5","8","7","2","1","0","0","22","19","4","6"
"2006","Angola","Portugal","0","1","42","58","2","9","10","22","3","2","0","0","27","19","8","4"
"2006","Australia","Japan","3","1","55","45","11","3","22","9","4","3","0","0","23","11","6","10"
"2006","United States","Czech Republic","0","3","52","48","3","4","10","10","2","4","0","0","13","16","1","3"
"2006","Italy","Ghana","2","0","48","52","13","8","18","21","3","2","0","0","8","20","7","15"
"2006","South Korea","Togo","2","1","59","41","7","3","21","11","2","3","0","1","17","17","5","6"
"2006","France","Switzerland","0","0","49","51","6","3","12","7","3","5","0","0","16","18","5","8"
"2006","Brazil","Croatia","1","0","52","48","8","4","19","8","1","3","0","0","18","19","4","6"
"2006","Spain","Ukraine","4","0","50","50","11","3","19","6","0","2","0","1","9","12","5","9"
"2006","Tunisia","Saudi Arabia","2","2","45","55","2","10","6","20","4","0","0","0","15","11","4","4"
"2006","Germany","Poland","1","0","49","51","10","3","23","8","3","3","0","1","20","14","5","8"
"2006","Ecuador","Costa Rica","3","0","54","46","6","4","19","13","3","2","0","0","12","22","4","4"
"2006","England","Trinidad and Tobago","2","0","67","33","8","3","26","9","1","5","0","0","15","16","3","6"
"2006","Sweden","Paraguay","1","0","52","48","13","4","21","18","3","4","0","0","18","15","5","10"
"2006","Argentina","Serbia & Montenegro","6","0","50","50","10","2","13","6","1","3","0","1","12","19","8","5"
"2006","Netherlands","Ivory Coast","2","1","50","50","8","9","11","18","4","3","0","0","22","16","6","7"
"2006","Mexico","Angola","0","0","55","45","6","1","14","10","1","4","0","1","17","19","5","13"
"2006","Portugal","IR Iran","2","0","63","37","9","3","19","8","3","4","0","0","18","17","4","7"
"2006","Czech Republic","Ghana","0","2","47","53","7","9","17","20","1","5","1","0","12","20","9","9"
"2006","Italy","United States","1","1","54","46","4","3","11","10","2","1","1","2","13","22","2","3"
"2006","Japan","Croatia","0","0","51","49","4","5","14","18","3","2","0","0","18","19","7","9"
"2006","Brazil","Australia","2","0","53","47","6","4","18","14","3","2","0","0","9","23","6","5"
"2006","France","South Korea","1","1","52","48","7","3","17","6","2","2","0","0","20","10","3","4"
"2006","Germany","Sweden","2","0","63","37","13","2","29","4","1","3","0","1","14","20","2","9"
"2006","Argentina","Mexico","2","1","51","49","6","9","11","16","2","4","0","0","19","25","5","3"
"2006","Togo","Switzerland","0","2","51","49","5","10","10","18","3","1","0","0","18","13","14","11"
"2006","Saudi Arabia","Ukraine","0","4","49","51","2","16","9","28","3","3","0","0","21","20","8","0"
"2006","Spain","Tunisia","3","1","64","36","10","3","26","5","2","6","0","0","10","20","3","11"
"2006","Costa Rica","Poland","1","2","50","50","6","7","15","15","5","5","0","0","13","18","7","4"
"2006","Ecuador","Germany","0","3","46","54","3","9","9","18","1","1","0","0","20","17","4","6"
"2006","Paraguay","Trinidad and Tobago","2","0","55","45","7","3","13","10","2","2","0","0","16","20","3","9"
"2006","Sweden","England","2","2","46","54","5","7","12","18","2","1","0","0","19","11","8","2"
"2006","IR Iran","Angola","1","1","54","46","12","8","20","17","3","3","0","0","18","21","7","12"
"2006","Portugal","Mexico","2","1","50","50","6","6","13","15","4","4","0","1","22","15","7","5"
"2006","Ivory Coast","Serbia & Montenegro","3","2","64","36","17","4","29","10","3","4","1","1","13","19","1","7"
"2006","Netherlands","Argentina","0","0","50","50","3","2","12","12","3","2","0","0","20","16","6","6"
"2006","Czech Republic","Italy","0","2","49","51","7","7","13","18","1","1","1","0","17","16","5","11"
"2006","Ghana","United States","2","1","45","55","3","4","9","10","4","1","0","0","30","15","7","3"
"2006","Croatia","Australia","2","2","46","54","6","7","12","15","4","1","2","1","17","21","7","5"
"2006","Japan","Brazil","1","4","37","63","3","16","9","24","1","1","0","0","9","5","12","4"
"2006","Saudi Arabia","Spain","0","1","37","63","3","14","8","22","2","3","0","0","21","21","17","6"
"2006","Ukraine","Tunisia","1","0","56","44","5","3","7","10","4","3","0","1","17","24","5","7"
"2006","Switzerland","South Korea","2","0","51","49","5","7","12","17","5","4","0","0","7","19","7","6"
"2006","Togo","France","0","2","37","63","1","12","8","20","3","1","0","0","20","11","16","3"
"2006","Germany","Argentina","1","1","47","53","7","5","17","13","3","4","0","0","23","30","4","6"
"2006","Italy","Ukraine","3","0","59","41","9","4","14","15","0","3","0","0","14","24","4","4"
"2006","England","Ecuador","1","0","51","49","4","4","10","13","3","3","0","0","13","22","3","4"
"2006","Portugal","Netherlands","1","0","51","49","6","8","11","25","7","5","2","2","9","12","6","5"
"2006","Italy","Australia","1","0","42","58","7","4","12","10","3","3","1","0","17","24","7","5"
"2006","Switzerland","Ukraine","0","0","51","49","5","2","14","16","1","0","0","0","22","18","6","8"
"2006","Brazil","Ghana","3","0","51","49","10","9","13","22","2","5","0","1","16","22","7","7"
"2006","Spain","France","1","3","56","44","5","7","10","10","1","3","0","0","28","22","5","4"
"2006","Germany","Italy","0","2","42","58","6","11","18","18","2","1","0","0","19","19","10","3"
"2006","England","Portugal","0","0","49","51","7","15","13","26","2","2","1","0","18","10","12","9"
"2006","Brazil","France","0","1","44","56","5","5","13","15","4","3","0","0","19","17","5","5"
"2006","Germany","Portugal","3","1","48","52","5","10","16","17","2","3","0","0","14","15","8","7"
"2006","Italy","France","1","1","51","49","2","7","6","14","1","3","0","1","15","24","6","1"
"2006","Portugal","France","0","1","51","49","6","3","11","6","1","1","0","0","16","10","4","6"
"2010","South Africa","Mexico","1","1","42","58","5","5","9","14","2","2","0","0","17","13","2","2"
"2010","Uruguay","France","0","0","44","56","3","3","7","20","2","3","1","0","13","20","6","6"
"2010","South Korea","Greece","2","0","49","51","4","2","17","6","0","1","0","0","14","11","2","2"
"2010","Argentina","Nigeria","1","0","65","35","7","1","20","12","1","1","0","0","7","8","1","6"
"2010","England","United States","1","1","57","43","6","4","18","12","3","3","0","0","12","14","3","5"
"2010","Algeria","Slovenia","0","1","48","52","2","3","10","7","1","2","1","0","17","11","2","2"
"2010","Serbia","Ghana","0","1","50","50","2","1","14","15","2","2","1","0","10","16","0","2"
"2010","Germany","Australia","4","0","56","44","9","2","17","11","2","3","0","1","10","18","2","5"
"2010","Netherlands","Denmark","2","0","65","35","6","3","19","11","2","1","0","0","13","21","3","5"
"2010","Japan","Cameroon","1","0","42","58","2","2","3","9","1","1","0","0","20","29","2","1"
"2010","Italy","Paraguay","1","1","57","43","5","1","10","7","1","1","0","0","15","14","0","4"
"2010","New Zealand","Slovakia","1","1","49","51","2","2","10","14","2","1","0","0","17","15","1","1"
"2010","Ivory Coast","Portugal","0","0","44","56","2","1","8","7","2","1","0","0","17","14","1","2"
"2010","Brazil","North Korea","2","1","63","37","10","3","26","11","1","0","0","0","9","10","2","8"
"2010","Honduras","Chile","0","1","43","57","2","5","7","20","1","2","0","0","15","21","4","2"
"2010","Spain","Switzerland","0","1","63","37","8","3","24","8","0","4","0","0","8","21","1","7"
"2010","South Africa","Uruguay","0","3","50","50","3","6","10","19","2","0","1","0","14","10","3","3"
"2010","Argentina","South Korea","4","1","56","44","11","2","22","13","3","2","0","0","19","19","1","7"
"2010","Greece","Nigeria","2","1","56","44","11","4","27","10","3","1","0","1","13","15","3","8"
"2010","France","Mexico","0","2","53","47","4","5","13","12","2","4","0","0","23","25","3","4"
"2010","Germany","Serbia","0","1","51","49","4","3","15","9","3","4","1","0","19","10","0","3"
"2010","Slovenia","United States","2","2","48","52","4","6","7","14","4","1","0","0","15","18","4","2"
"2010","England","Algeria","0","0","47","53","6","1","15","11","1","1","0","0","13","13","1","6"
"2010","Netherlands","Japan","1","0","61","39","5","3","9","10","1","0","0","0","18","11","3","4"
"2010","Ghana","Australia","1","1","50","50","6","5","22","8","3","1","0","1","22","18","4","4"
"2010","Cameroon","Denmark","1","2","54","46","8","6","23","13","2","2","0","0","9","12","3","6"
"2010","Slovakia","Paraguay","0","2","51","49","1","5","6","11","3","1","0","0","14","18","3","1"
"2010","Italy","New Zealand","1","1","57","43","7","1","23","3","0","3","0","0","11","25","0","5"
"2010","Brazil","Ivory Coast","3","1","56","44","6","4","12","10","0","3","1","0","17","23","3","3"
"2010","Uruguay","South Korea","2","1","45","55","8","5","14","15","0","3","0","0","12","12","3","6"
"2010","United States","Ghana","1","2","51","49","6","6","20","16","3","2","0","0","11","19","4","5"
"2010","Portugal","North Korea","7","0","55","45","13","4","26","15","2","2","0","0","18","3","4","4"
"2010","Chile","Switzerland","1","0","58","42","7","1","20","7","6","3","0","1","19","26","1","6"
"2010","Spain","Honduras","2","0","57","43","7","0","22","9","0","2","0","0","9","19","0","3"
"2010","France","South Africa","1","2","50","50","4","10","10","21","1","0","1","0","10","12","7","3"
"2010","Mexico","Uruguay","0","1","59","41","2","5","11","15","2","1","0","0","20","13","4","2"
"2010","Greece","Argentina","0","2","33","67","3","12","7","22","1","1","0","0","15","8","9","0"
"2010","Nigeria","South Korea","2","2","45","55","4","8","11","16","3","1","0","0","22","12","6","2"
"2010","Slovenia","England","0","1","45","55","6","8","13","13","3","1","0","0","19","20","6","6"
"2010","United States","Algeria","1","0","51","49","10","4","22","19","2","3","0","1","11","21","4","9"
"2010","Australia","Serbia","2","1","45","55","7","6","17","23","3","2","0","0","25","10","5","5"
"2010","Ghana","Germany","0","1","45","55","5","6","17","13","1","1","0","0","11","5","6","3"
"2010","Paraguay","New Zealand","0","0","58","42","5","0","17","4","2","1","0","0","13","19","0","5"
"2010","Slovakia","Italy","3","2","50","50","4","6","12","16","4","4","0","0","20","17","3","1"
"2010","Cameroon","Netherlands","1","2","51","49","3","8","15","15","2","3","0","0","18","15","5","2"
"2010","Denmark","Japan","1","3","56","44","7","10","19","15","3","2","0","0","23","10","7","5"
"2010","North Korea","Ivory Coast","0","3","39","61","4","15","8","28","0","0","0","0","13","16","9","4"
"2010","Portugal","Brazil","0","0","39","61","3","5","13","19","4","3","0","0","11","18","5","3"
"2010","Chile","Spain","1","2","41","59","4","3","9","9","2","0","1","0","21","13","1","3"
"2010","Switzerland","Honduras","0","0","56","44","5","2","17","8","1","4","0","0","12","17","2","5"
"2010","Germany","England","4","1","48","52","7","9","17","19","1","1","0","0","7","6","6","2"
"2010","Argentina","Mexico","3","1","51","49","6","6","11","16","0","1","0","0","11","26","3","3"
"2010","Netherlands","Slovakia","2","1","52","48","9","3","16","12","2","3","0","0","17","19","2","7"
"2010","Brazil","Chile","3","0","50","50","6","3","17","15","2","3","0","0","14","18","2","3"
"2010","Paraguay","Japan","0","0","58","42","6","6","18","16","1","4","0","0","26","29","4","6"
"2010","Spain","Portugal","1","0","61","39","10","3","19","9","1","1","0","1","13","18","3","9"
"2010","Netherlands","Brazil","2","1","51","49","5","4","11","15","4","1","0","1","20","20","3","3"
"2010","Uruguay","Ghana","1","1","48","52","7","10","19","30","3","3","1","0","23","23","4","7"
"2010","Argentina","Germany","0","4","53","47","7","6","20","18","2","1","0","0","20","14","2","7"
"2010","Paraguay","Spain","0","1","40","60","4","6","9","16","4","2","0","0","25","12","2","3"
"2010","Netherlands","Spain","0","1","43","57","5","6","13","19","8","5","1","0","28","19","5","5"
"2010","Uruguay","Netherlands","2","3","47","53","6","7","12","11","2","3","0","0","15","16","4","4"
"2010","Germany","Spain","0","1","49","51","2","5","5","13","0","0","0","0","9","7","4","2"
"2010","Uruguay","Germany","2","3","47","53","7","7","16","18","1","3","0","0","13","11","4","4"
"2014","Brazil","Croatia","3","1","58","42","9","4","14","10","2","2","0","0","5","21","3","3"
"2014","Mexico","Cameroon","1","0","58","42","5","4","9","10","1","1","0","0","11","12","1","3"
"2014","Spain","Netherlands","1","5","57","43","6","11","9","13","1","3","0","0","5","18","5","3"
"2014","Chile","Australia","3","1","62","38","9","6","11","13","1","3","0","0","9","18","3","2"
"2014","Colombia","Greece","3","0","46","54","8","7","12","12","1","2","0","0","19","14","4","3"
"2014","Uruguay","Costa Rica","1","3","54","46","5","4","9","12","3","0","1","0","20","18","1","2"
"2014","England","Italy","1","2","48","52","8","5","18","12","1","0","0","0","8","12","1","4"
"2014","Ivory Coast","Japan","2","1","57","43","10","4","20","7","2","2","0","0","12","13","2","4"
"2014","Switzerland","Ecuador","2","1","56","44","12","6","18","10","1","1","0","0","9","15","3","5"
"2014","France","Honduras","3","0","63","37","10","2","20","4","3","2","0","1","13","14","1","2"
"2014","Argentina","Bosnia and Herzegovina","2","1","55","45","5","11","11","16","1","1","0","0","10","14","5","3"
"2014","Germany","Portugal","4","0","54","43","9","9","13","14","0","1","0","1","8","11","4","2"
"2014","IR Iran","Nigeria","0","0","37","63","3","6","7","10","1","0","0","0","18","16","4","1"
"2014","Ghana","United States","1","2","59","41","8","7","21","8","2","0","0","0","10","12","3","4"
"2014","Belgium","Algeria","2","1","65","35","10","1","16","3","1","1","0","0","21","18","0","6"
"2014","Brazil","Mexico","0","0","53","47","8","3","14","13","2","2","0","0","13","18","2","6"
"2014","Russia","South Korea","1","1","48","52","10","6","16","10","1","3","0","0","15","7","4","4"
"2014","Australia","Netherlands","2","3","48","52","8","14","10","15","1","1","0","0","18","25","7","2"
"2014","Spain","Chile","0","2","56","44","9","4","15","7","1","2","0","0","14","15","2","6"
"2014","Cameroon","Croatia","0","4","49","51","7","14","18","21","0","1","1","0","11","9","6","1"
"2014","Colombia","Ivory Coast","2","1","45","55","8","12","11","15","0","2","0","0","11","14","4","4"
"2014","Uruguay","England","2","1","38","62","6","8","10","13","1","1","0","0","17","12","5","3"
"2014","Japan","Greece","0","0","68","32","11","5","16","9","1","3","0","1","23","18","4","5"
"2014","Italy","Costa Rica","0","1","58","42","6","6","10","10","1","1","0","0","10","24","4","4"
"2014","Switzerland","France","2","5","57","43","8","16","17","22","0","1","0","0","12","16","8","3"
"2014","Honduras","Ecuador","1","2","49","51","9","5","16","8","2","3","0","0","15","17","2","4"
"2014","Argentina","IR Iran","1","0","70","30","9","4","19","8","0","2","0","0","8","14","3","4"
"2014","Germany","Ghana","2","2","59","41","6","10","11","20","0","1","0","0","11","17","5","2"
"2014","Nigeria","Bosnia and Herzegovina","1","0","46","54","13","10","20","18","1","1","0","0","9","7","7","9"
"2014","Belgium","Russia","1","0","53","47","6","6","11","13","2","1","0","0","13","9","3","1"
"2014","South Korea","Algeria","2","4","54","46","6","8","9","15","2","1","0","0","13","16","1","2"
"2014","United States","Portugal","2","2","48","52","10","9","15","20","1","0","0","0","11","14","4","2"
"2014","Brazil","Chile","1","1","49","51","13","5","23","13","4","3","0","0","28","23","1","6"
"2014","Colombia","Uruguay","2","0","51","49","4","4","9","16","1","2","0","0","19","17","4","2"
"2014","Australia","Spain","0","3","45","55","0","8","4","11","2","1","0","0","14","9","2","0"
"2014","Netherlands","Chile","2","0","36","64","8","1","13","7","1","1","0","0","26","14","1","3"
"2014","Cameroon","Brazil","1","4","46","54","6","18","12","19","3","0","0","0","14","19","6","0"
"2014","Croatia","Mexico","1","3","55","45","5","7","10","12","1","2","1","0","18","12","1","1"
"2014","Costa Rica","England","0","0","47","53","3","3","4","8","1","2","0","0","17","17","1","2"
"2014","Italy","Uruguay","0","1","55","45","5","9","9","14","2","2","1","0","19","20","4","1"
"2014","Greece","Ivory Coast","2","1","46","54","5","9","13","13","0","3","0","0","13","23","3","2"
"2014","Japan","Colombia","1","4","56","44","13","9","23","13","1","1","0","0","10","19","0","6"
"2014","Bosnia and Herzegovina","IR Iran","3","1","62","38","9","5","13","7","1","1","0","0","20","17","1","3"
"2014","Nigeria","Argentina","2","3","43","57","7","13","12","18","2","0","0","0","17","6","9","1"
"2014","Ecuador","France","0","0","40","60","7","13","11","20","1","0","1","0","17","6","9","2"
"2014","Honduras","Switzerland","0","3","61","39","6","13","13","16","1","0","0","0","17","18","7","3"
"2014","Portugal","Ghana","2","1","54","46","10","6","19","18","1","3","0","0","21","16","3","6"
"2014","United States","Germany","0","1","37","63","1","9","4","13","2","1","0","0","15","9","5","0"
"2014","Algeria","Russia","1","1","47","53","6","7","8","10","3","2","0","0","15","14","4","5"
"2014","South Korea","Belgium","0","1","51","49","12","11","18","16","1","1","0","1","16","11","7","6"
"2014","France","Germany","0","1","50","50","9","6","13","8","0","2","0","0","15","18","2","5"
"2014","Brazil","Colombia","2","1","51","49","6","5","12","11","2","2","0","0","31","23","0","3"
"2014","Netherlands","Mexico","2","1","55","45","8","7","14","12","0","3","0","0","8","12","5","2"
"2014","Costa Rica","Greece","1","1","43","57","2","13","6","24","4","2","1","0","23","16","7","0"
"2014","Argentina","Belgium","1","0","51","49","7","4","10","10","1","2","0","0","11","14","1","1"
"2014","Netherlands","Costa Rica","0","0","64","36","15","3","20","6","2","4","0","0","15","13","1","7"
"2014","France","Nigeria","2","0","53","47","5","2","13","9","1","0","0","0","12","15","2","4"
"2014","Germany","Algeria","2","1","70","30","22","7","29","11","1","1","0","0","11","20","3","10"
"2014","Argentina","Switzerland","1","0","61","39","22","7","29","14","3","2","0","0","19","28","4","8"
"2014","Belgium","United States","2","1","48","52","26","9","38","14","1","1","0","0","27","11","4","15"
"2014","Brazil","Germany","1","7","51","49","13","12","18","14","1","0","0","0","11","14","3","7"
"2014","Netherlands","Argentina","0","0","53","47","4","5","7","8","2","1","0","0","15","10","4","1"
"2014","Brazil","Netherlands","0","3","58","42","5","5","11","8","3","2","0","0","16","20","1","2"
"2014","Germany","Argentina","1","0","64","36","5","0","10","10","2","2","0","0","20","16","1","4"
"2018","Russia","Saudi Arabia","5","0","41","59","7","0","13","6","1","1","0","0","22","10","0","2"
"2018","Egypt","Uruguay","0","1","43","58","3","4","8","14","2","0","0","0","12","6","3","3"
"2018","Morocco","IR Iran","0","1","63","37","3","2","13","8","1","3","0","0","22","14","2","2"
"2018","Portugal","Spain","3","3","38","62","3","5","8","12","1","1","0","0","12","10","2","0"
"2018","France","Australia","2","1","51","49","5","1","13","4","1","3","0","0","16","19","1","4"
"2018","Argentina","Iceland","1","1","73","27","7","3","26","9","0","0","0","0","10","15","1","6"
"2018","Peru","Denmark","0","1","52","48","6","3","17","10","1","2","0","0","10","18","2","6"
"2018","Croatia","Nigeria","2","0","53","47","2","2","11","14","2","1","0","0","20","16","2","1"
"2018","Costa Rica","Serbia","0","1","50","50","3","3","10","10","2","2","0","0","18","15","2","3"
"2018","Germany","Mexico","0","1","61","39","9","4","25","12","2","2","0","0","10","15","3","9"
"2018","Brazil","Switzerland","1","1","54","46","4","2","20","6","1","3","0","0","12","19","1","3"
"2018","Sweden","South Korea","1","0","52","48","5","0","15","5","1","2","0","0","20","23","0","3"
"2018","Belgium","Panama","3","0","60","40","6","2","15","6","3","5","0","0","17","18","2","3"
"2018","Tunisia","England","1","2","40","60","1","7","6","17","0","1","0","0","14","8","5","0"
"2018","Colombia","Japan","1","2","42","58","3","6","8","14","2","1","1","0","15","9","4","2"
"2018","Poland","Senegal","1","2","59","41","4","2","10","8","1","2","0","0","8","15","1","3"
"2018","Russia","Egypt","3","1","46","54","3","1","11","13","1","1","0","0","11","10","0","1"
"2018","Portugal","Morocco","1","0","46","54","2","4","10","16","1","1","0","0","19","23","4","1"
"2018","Uruguay","Saudi Arabia","1","0","47","53","4","3","13","8","0","0","0","0","10","13","3","3"
"2018","IR Iran","Spain","0","1","32","68","0","3","5","17","2","0","0","0","14","14","2","0"
"2018","Denmark","Australia","1","1","48","52","5","5","10","14","2","0","0","0","7","5","4","5"
"2018","France","Peru","1","0","44","56","4","2","12","10","2","2","0","0","12","14","2","3"
"2018","Argentina","Croatia","0","3","58","42","3","5","10","15","3","4","0","0","15","23","2","3"
"2018","Brazil","Costa Rica","2","0","69","31","9","0","23","4","2","1","0","0","11","11","0","7"
"2018","Nigeria","Iceland","2","0","56","44","4","3","16","10","1","0","0","0","9","10","3","2"
"2018","Serbia","Switzerland","1","2","42","58","3","5","12","20","4","1","0","0","17","12","3","2"
"2018","Belgium","Tunisia","5","2","52","48","12","5","23","15","0","1","0","0","12","13","3","6"
"2018","South Korea","Mexico","1","2","42","58","6","5","17","13","4","0","0","0","24","7","3","5"
"2018","Germany","Sweden","2","1","71","29","5","6","16","8","0","2","1","0","12","13","4","4"
"2018","England","Panama","6","1","57","43","7","2","12","8","1","3","0","0","14","13","1","1"
"2018","Japan","Senegal","2","2","53","47","3","7","7","13","2","3","0","0","8","14","5","1"
"2018","Poland","Colombia","0","3","45","55","2","3","9","13","2","0","0","0","15","10","0","2"
"2018","France","Argentina","4","3","41","59","4","4","9","9","3","5","0","0","21","15","1","0"
"2018","Uruguay","Portugal","2","1","39","61","3","5","6","20","0","1","0","0","13","13","4","1"
"2018","Saudi Arabia","Egypt","2","1","62","38","7","1","22","8","0","2","0","0","7","16","0","5"
"2018","Uruguay","Russia","3","0","56","44","7","1","17","3","1","1","0","1","17","18","1","5"
"2018","IR Iran","Portugal","1","1","33","67","2","4","8","14","2","4","0","0","16","10","3","1"
"2018","Spain","Morocco","2","2","69","31","4","3","16","6","0","6","0","0","5","17","1","2"
"2018","Australia","Peru","0","2","53","47","2","3","14","4","4","2","0","0","13","12","1","2"
"2018","Denmark","France","0","0","38","62","1","4","5","11","1","0","0","0","10","10","4","1"
"2018","Iceland","Croatia","1","2","41","59","6","2","17","13","3","2","0","0","10","12","0","5"
"2018","Nigeria","Argentina","1","2","35","65","3","4","9","8","2","3","0","0","20","15","2","2"
"2018","Mexico","Sweden","0","3","65","35","3","5","19","13","3","2","0","0","14","11","3","3"
"2018","South Korea","Germany","2","0","30","70","5","6","11","26","4","0","0","0","16","7","6","3"
